Starting SCAN training
Namespace(model='lstm', train='../data/SCAN/simple_split/tasks_train_simple.txt', valid='../data/SCAN/simple_split/tasks_test_simple.txt', name=None, device='cuda', bsz=1, steps=100000, eval_interval=101000, lr=0.001, hidden_dim=100, layers=2, dropout=0.0, clip=5, use_attention=False, verbose=False, use_oracle=False, teacher_forcing_ratio=0.5, log_target_probs=False, seed=None)
----------
Loaded train dataset with 16728 entries
Loaded validation dataset with 4182 entries
Step 0 - training loss: 0.0021874569356441498
Step 1000 - training loss: 1.4106471538543701
Step 2000 - training loss: 0.9034465551376343
Step 3000 - training loss: 0.6896088123321533
Step 4000 - training loss: 0.5475718379020691
Step 5000 - training loss: 0.4546065330505371
Step 6000 - training loss: 0.3818475604057312
Step 7000 - training loss: 0.34249407052993774
Step 8000 - training loss: 0.3056868612766266
Step 9000 - training loss: 0.25930219888687134
Step 10000 - training loss: 0.2369178831577301
Step 11000 - training loss: 0.22104932367801666
Step 12000 - training loss: 0.18487776815891266
Step 13000 - training loss: 0.18151803314685822
Step 14000 - training loss: 0.15049470961093903
Step 15000 - training loss: 0.14760376513004303
Step 16000 - training loss: 0.11518409103155136
Step 17000 - training loss: 0.10546761006116867
Step 18000 - training loss: 0.13342323899269104
Step 19000 - training loss: 0.0948328822851181
Step 20000 - training loss: 0.09623751044273376
Step 21000 - training loss: 0.0945792943239212
Step 22000 - training loss: 0.08106239140033722
Step 23000 - training loss: 0.0875367671251297
Step 24000 - training loss: 0.0717838928103447
Step 25000 - training loss: 0.0695757269859314
Step 26000 - training loss: 0.057024821639060974
Step 27000 - training loss: 0.06439318507909775
Step 28000 - training loss: 0.05315267667174339
Step 29000 - training loss: 0.05650812014937401
Step 30000 - training loss: 0.04638991877436638
Step 31000 - training loss: 0.03649265319108963
Step 32000 - training loss: 0.03208700194954872
Step 33000 - training loss: 0.04116365686058998
Step 34000 - training loss: 0.03242139518260956
Step 35000 - training loss: 0.020877933129668236
Step 36000 - training loss: 0.04926718398928642
Step 37000 - training loss: 0.023091452196240425
Step 38000 - training loss: 0.028104504570364952
Step 39000 - training loss: 0.021507009863853455
Step 40000 - training loss: 0.035044942051172256
Step 41000 - training loss: 0.013279857113957405
Step 42000 - training loss: 0.015606673434376717
Step 43000 - training loss: 0.0395369715988636
Step 44000 - training loss: 0.01121514942497015
Step 45000 - training loss: 0.021074173972010612
Step 46000 - training loss: 0.02660570666193962
Step 47000 - training loss: 0.01178789883852005
Step 48000 - training loss: 0.029998386278748512
Step 49000 - training loss: 0.0078080943785607815
Step 50000 - training loss: 0.009065466932952404
Step 51000 - training loss: 0.020713135600090027
Step 52000 - training loss: 0.012834496796131134
Step 53000 - training loss: 0.005913031753152609
Step 54000 - training loss: 0.023383045569062233
Step 55000 - training loss: 0.021471120417118073
Step 56000 - training loss: 0.00904620811343193
Step 57000 - training loss: 0.006348808296024799
Step 58000 - training loss: 0.00812266394495964
Step 59000 - training loss: 0.025615470483899117
Step 60000 - training loss: 0.0032745515927672386
Step 61000 - training loss: 0.012289234437048435
Step 62000 - training loss: 0.005587322637438774
Step 63000 - training loss: 0.005207976792007685
Step 64000 - training loss: 0.007174338214099407
Step 65000 - training loss: 0.007167888339608908
Step 66000 - training loss: 0.004373278468847275
Step 67000 - training loss: 0.004599317908287048
Step 68000 - training loss: 0.006398922763764858
Step 69000 - training loss: 0.006813412066549063
Step 70000 - training loss: 0.010890317149460316
Step 71000 - training loss: 0.009402226656675339
Step 72000 - training loss: 0.003782327054068446
Step 73000 - training loss: 0.006156256888061762
Step 74000 - training loss: 0.021054159849882126
Step 75000 - training loss: 0.0033622048795223236
Step 76000 - training loss: 0.004797985311597586
Step 77000 - training loss: 0.015331663191318512
Step 78000 - training loss: 0.01003427803516388
Step 79000 - training loss: 0.001959999091923237
Step 80000 - training loss: 0.0017339163459837437
Step 81000 - training loss: 0.005318934563547373
Step 82000 - training loss: 0.008219795301556587
Step 83000 - training loss: 0.012309365905821323
Step 84000 - training loss: 0.020923933014273643
Step 85000 - training loss: 0.005502310115844011
Step 86000 - training loss: 0.0019499144982546568
Step 87000 - training loss: 0.008296850137412548
Step 88000 - training loss: 0.0015005622990429401
Step 89000 - training loss: 0.003959124442189932
Step 90000 - training loss: 0.0055396161042153835
Step 91000 - training loss: 0.012583061121404171
Step 92000 - training loss: 0.0015432804357260466
Step 93000 - training loss: 0.001270362758077681
Step 94000 - training loss: 0.0008518612594343722
Step 95000 - training loss: 0.018757397308945656
Step 96000 - training loss: 0.0037090322002768517
Step 97000 - training loss: 0.0013815470738336444
Step 98000 - training loss: 0.005987272597849369
Step 99000 - training loss: 0.0061836037784814835
Finished - running eval...
