Starting SCAN training
Namespace(model='lstm', train='../data/SCAN/simple_split/tasks_train_simple.txt', valid='../data/SCAN/simple_split/tasks_test_simple.txt', name='last_model.pt', device='cuda', bsz=1, steps=100000, eval_interval=25000, lr=0.001, hidden_dim=100, layers=2, dropout=0.5, clip=5, use_attention=False, verbose=False, use_oracle=False, teacher_forcing_ratio=0.5, log_target_probs=False, seed=None)
----------
Loaded train dataset with 16728 entries
Loaded validation dataset with 4182 entries
Step 0 - training loss: 0.00215032952837646
Step 1000 - training loss: 1.5383679866790771
Step 2000 - training loss: 1.0803923606872559
Step 3000 - training loss: 0.9043865203857422
Step 4000 - training loss: 0.7756860852241516
Step 5000 - training loss: 0.6664159297943115
Step 6000 - training loss: 0.5799098610877991
Step 7000 - training loss: 0.5345313549041748
Step 8000 - training loss: 0.4786543846130371
Step 9000 - training loss: 0.41964420676231384
Step 10000 - training loss: 0.39175722002983093
Step 11000 - training loss: 0.35655468702316284
Step 12000 - training loss: 0.33985623717308044
Step 13000 - training loss: 0.32322394847869873
Step 14000 - training loss: 0.2821965217590332
Step 15000 - training loss: 0.27235907316207886
Step 16000 - training loss: 0.23666144907474518
Step 17000 - training loss: 0.25040239095687866
Step 18000 - training loss: 0.2150602489709854
Step 19000 - training loss: 0.20388250052928925
Step 20000 - training loss: 0.2000429779291153
Step 21000 - training loss: 0.19514834880828857
Step 22000 - training loss: 0.15572452545166016
Step 23000 - training loss: 0.167091503739357
Step 24000 - training loss: 0.14217044413089752
Step 25000 - running eval...
Step 25000 - Eval_acc: 61.57 % over 4182 data points (max 61.57340985174557).
Step 25000 - training loss: 0.16166633367538452
Step 26000 - training loss: 0.14747045934200287
Step 27000 - training loss: 0.13983142375946045
Step 28000 - training loss: 0.14336171746253967
Step 29000 - training loss: 0.11476579308509827
Step 30000 - training loss: 0.09711983799934387
Step 31000 - training loss: 0.11468060314655304
Step 32000 - training loss: 0.11931496858596802
Step 33000 - training loss: 0.104102224111557
Step 34000 - training loss: 0.09422682970762253
Step 35000 - training loss: 0.09328179061412811
Step 36000 - training loss: 0.11391361802816391
Step 37000 - training loss: 0.10481753200292587
Step 38000 - training loss: 0.08125237375497818
Step 39000 - training loss: 0.08058749884366989
Step 40000 - training loss: 0.08568748831748962
Step 41000 - training loss: 0.08016125857830048
Step 42000 - training loss: 0.07896621525287628
Step 43000 - training loss: 0.07997292280197144
Step 44000 - training loss: 0.07469193637371063
Step 45000 - training loss: 0.06655439734458923
Step 46000 - training loss: 0.08073990792036057
Step 47000 - training loss: 0.07364417612552643
Step 48000 - training loss: 0.06296783685684204
Step 49000 - training loss: 0.07174412161111832
Step 50000 - running eval...
Step 50000 - Eval_acc: 83.31 % over 4182 data points (max 83.30942132950742).
Step 50000 - training loss: 0.05417433753609657
Step 51000 - training loss: 0.053082164376974106
Step 52000 - training loss: 0.05509478598833084
Step 53000 - training loss: 0.05290268361568451
Step 54000 - training loss: 0.06627514213323593
Step 55000 - training loss: 0.046859923750162125
Step 56000 - training loss: 0.04940342158079147
Step 57000 - training loss: 0.0560668483376503
Step 58000 - training loss: 0.04342241212725639
Step 59000 - training loss: 0.05344812944531441
Step 60000 - training loss: 0.05739416554570198
Step 61000 - training loss: 0.05574110522866249
Step 62000 - training loss: 0.04883667081594467
Step 63000 - training loss: 0.030614178627729416
Step 64000 - training loss: 0.028757568448781967
Step 65000 - training loss: 0.0398331880569458
Step 66000 - training loss: 0.035682592540979385
Step 67000 - training loss: 0.03597087785601616
Step 68000 - training loss: 0.026134340092539787
Step 69000 - training loss: 0.037461407482624054
Step 70000 - training loss: 0.030694540590047836
Step 71000 - training loss: 0.03526637330651283
Step 72000 - training loss: 0.026843445375561714
Step 73000 - training loss: 0.028682680800557137
Step 74000 - training loss: 0.027425281703472137
Step 75000 - running eval...
Step 75000 - Eval_acc: 90.34 % over 4182 data points (max 90.33955045432808).
Step 75000 - training loss: 0.020656758919358253
Step 76000 - training loss: 0.023960523307323456
Step 77000 - training loss: 0.03703629970550537
Step 78000 - training loss: 0.019882507622241974
Step 79000 - training loss: 0.020147651433944702
Step 80000 - training loss: 0.02473067119717598
Step 81000 - training loss: 0.022461622953414917
Step 82000 - training loss: 0.03419946879148483
Step 83000 - training loss: 0.019980665296316147
Step 84000 - training loss: 0.023960217833518982
Step 85000 - training loss: 0.033058084547519684
Step 86000 - training loss: 0.02031749114394188
Step 87000 - training loss: 0.025236882269382477
Step 88000 - training loss: 0.037294257432222366
Step 89000 - training loss: 0.019095279276371002
Step 90000 - training loss: 0.01656029373407364
Step 91000 - training loss: 0.015603405423462391
Step 92000 - training loss: 0.031700290739536285
Step 93000 - training loss: 0.024584416300058365
Step 94000 - training loss: 0.018686357885599136
Step 95000 - training loss: 0.017006095498800278
Step 96000 - training loss: 0.02389458939433098
Step 97000 - training loss: 0.012365351431071758
Step 98000 - training loss: 0.014847339130938053
Step 99000 - training loss: 0.016230618581175804
Step 100000 - running eval...
Step 100000 - Eval_acc: 94.14 % over 4182 data points (max 94.14155906264945).
Finished - running eval...
