Starting SCAN training
Namespace(model='lstm', train='../data/SCAN/simple_split/size_variations/tasks_train_simple_p32.txt', valid='../data/SCAN/simple_split/size_variations/tasks_test_simple_p32.txt', name=None, device='cuda', bsz=1, steps=100000, eval_interval=101000, lr=0.001, hidden_dim=100, layers=2, dropout=0.5, clip=5, use_attention=False, verbose=False, use_oracle=False, teacher_forcing_ratio=0.5, log_target_probs=False, seed=None)
----------
Loaded train dataset with 6691 entries
Loaded validation dataset with 14219 entries
Step 0 - training loss: 0.0022085211239755154
Step 1000 - training loss: 1.4961601495742798
Step 2000 - training loss: 1.1294201612472534
Step 3000 - training loss: 0.9510137438774109
Step 4000 - training loss: 0.8667457103729248
Step 5000 - training loss: 0.7305043935775757
Step 6000 - training loss: 0.6554301381111145
Step 7000 - training loss: 0.583630383014679
Step 8000 - training loss: 0.525661289691925
Step 9000 - training loss: 0.46079906821250916
Step 10000 - training loss: 0.4582933783531189
Step 11000 - training loss: 0.42560452222824097
Step 12000 - training loss: 0.4228542447090149
Step 13000 - training loss: 0.36476969718933105
Step 14000 - training loss: 0.351516991853714
Step 15000 - training loss: 0.3302652835845947
Step 16000 - training loss: 0.3004818558692932
Step 17000 - training loss: 0.28142568469047546
Step 18000 - training loss: 0.2850944995880127
Step 19000 - training loss: 0.2809278964996338
Step 20000 - training loss: 0.23715046048164368
Step 21000 - training loss: 0.21813204884529114
Step 22000 - training loss: 0.23258784413337708
Step 23000 - training loss: 0.2025013118982315
Step 24000 - training loss: 0.2135675996541977
Step 25000 - training loss: 0.18126942217350006
Step 26000 - training loss: 0.18207138776779175
Step 27000 - training loss: 0.17208388447761536
Step 28000 - training loss: 0.15815933048725128
Step 29000 - training loss: 0.17148315906524658
Step 30000 - training loss: 0.15824609994888306
Step 31000 - training loss: 0.14792202413082123
Step 32000 - training loss: 0.12856638431549072
Step 33000 - training loss: 0.12579065561294556
Step 34000 - training loss: 0.12673185765743256
Step 35000 - training loss: 0.11476092785596848
Step 36000 - training loss: 0.13032755255699158
Step 37000 - training loss: 0.10835731029510498
Step 38000 - training loss: 0.11083437502384186
Step 39000 - training loss: 0.09656757116317749
Step 40000 - training loss: 0.11096726357936859
Step 41000 - training loss: 0.10157647728919983
Step 42000 - training loss: 0.10681438446044922
Step 43000 - training loss: 0.09823896735906601
Step 44000 - training loss: 0.07369755208492279
Step 45000 - training loss: 0.09497528523206711
Step 46000 - training loss: 0.07594835013151169
Step 47000 - training loss: 0.07983089983463287
Step 48000 - training loss: 0.08403250575065613
Step 49000 - training loss: 0.06921697407960892
Step 50000 - training loss: 0.08140909671783447
Step 51000 - training loss: 0.07070742547512054
Step 52000 - training loss: 0.07384105026721954
Step 53000 - training loss: 0.059209179133176804
Step 54000 - training loss: 0.06251845508813858
Step 55000 - training loss: 0.0622311532497406
Step 56000 - training loss: 0.07167864590883255
Step 57000 - training loss: 0.05329093709588051
Step 58000 - training loss: 0.058835018426179886
Step 59000 - training loss: 0.04934087023139
Step 60000 - training loss: 0.0565921813249588
Step 61000 - training loss: 0.03892950713634491
Step 62000 - training loss: 0.0475604310631752
Step 63000 - training loss: 0.043884504586458206
Step 64000 - training loss: 0.04511943832039833
Step 65000 - training loss: 0.05086846649646759
Step 66000 - training loss: 0.04130759835243225
Step 67000 - training loss: 0.043118737637996674
Step 68000 - training loss: 0.038109950721263885
Step 69000 - training loss: 0.04132872819900513
Step 70000 - training loss: 0.05530352145433426
Step 71000 - training loss: 0.046514250338077545
Step 72000 - training loss: 0.05228639394044876
Step 73000 - training loss: 0.03485799580812454
Step 74000 - training loss: 0.05393955856561661
Step 75000 - training loss: 0.03317954018712044
Step 76000 - training loss: 0.03390656039118767
Step 77000 - training loss: 0.03607270494103432
Step 78000 - training loss: 0.029361974447965622
Step 79000 - training loss: 0.04428035020828247
Step 80000 - training loss: 0.031241709366440773
Step 81000 - training loss: 0.03209763392806053
Step 82000 - training loss: 0.029710374772548676
Step 83000 - training loss: 0.037800226360559464
Step 84000 - training loss: 0.030534712597727776
Step 85000 - training loss: 0.03054138273000717
Step 86000 - training loss: 0.02588479220867157
Step 87000 - training loss: 0.02933601476252079
Step 88000 - training loss: 0.017612947151064873
Step 89000 - training loss: 0.02565978653728962
Step 90000 - training loss: 0.028148196637630463
Step 91000 - training loss: 0.03258645161986351
Step 92000 - training loss: 0.031039441004395485
Step 93000 - training loss: 0.02475283108651638
Step 94000 - training loss: 0.03449498489499092
Step 95000 - training loss: 0.0425201952457428
Step 96000 - training loss: 0.028232445940375328
Step 97000 - training loss: 0.022087953984737396
Step 98000 - training loss: 0.03492629900574684
Step 99000 - training loss: 0.028952697291970253
Finished - running eval...
