Starting SCAN training
Namespace(model='lstm', train='../data/SCAN/length_split/tasks_train_length.txt', valid='../data/SCAN/length_split/tasks_test_length.txt', name=None, device='cuda', bsz=1, steps=100000, eval_interval=105000, lr=0.001, hidden_dim=100, layers=2, dropout=0.5, clip=5, use_attention=False, verbose=False, use_oracle=True, teacher_forcing_ratio=0.5, log_target_probs=True, seed=None)
----------
Loaded train dataset with 16990 entries
Loaded validation dataset with 3920 entries
Step 0 - training loss: 0.01544103492051363
Step 1000 - training loss: 18.02492332458496
Step 2000 - training loss: 13.337728500366211
Step 3000 - training loss: 10.535001754760742
Step 4000 - training loss: 9.215288162231445
Step 5000 - training loss: 8.019848823547363
Step 6000 - training loss: 6.931390762329102
Step 7000 - training loss: 6.498411178588867
Step 8000 - training loss: 6.147941589355469
Step 9000 - training loss: 5.330015659332275
Step 10000 - training loss: 4.898909091949463
Step 11000 - training loss: 5.126465320587158
Step 12000 - training loss: 4.5833635330200195
Step 13000 - training loss: 4.106027126312256
Step 14000 - training loss: 3.713646411895752
Step 15000 - training loss: 3.736604928970337
Step 16000 - training loss: 3.4749295711517334
Step 17000 - training loss: 3.563692331314087
Step 18000 - training loss: 3.1486268043518066
Step 19000 - training loss: 3.4424476623535156
Step 20000 - training loss: 2.8720510005950928
Step 21000 - training loss: 3.0546875
Step 22000 - training loss: 2.2842278480529785
Step 23000 - training loss: 2.5257463455200195
Step 24000 - training loss: 2.9494895935058594
Step 25000 - training loss: 2.1144630908966064
Step 26000 - training loss: 2.4444422721862793
Step 27000 - training loss: 2.233597755432129
Step 28000 - training loss: 2.702627658843994
Step 29000 - training loss: 1.9764641523361206
Step 30000 - training loss: 2.2086968421936035
Step 31000 - training loss: 1.6158061027526855
Step 32000 - training loss: 1.4363516569137573
Step 33000 - training loss: 2.1395606994628906
Step 34000 - training loss: 1.34722101688385
Step 35000 - training loss: 1.7967462539672852
Step 36000 - training loss: 1.7271690368652344
Step 37000 - training loss: 1.2221862077713013
Step 38000 - training loss: 1.4584401845932007
Step 39000 - training loss: 1.203302025794983
Step 40000 - training loss: 1.2303377389907837
Step 41000 - training loss: 0.8930720090866089
Step 42000 - training loss: 1.4303292036056519
Step 43000 - training loss: 0.9050705432891846
Step 44000 - training loss: 0.7628374099731445
Step 45000 - training loss: 1.2441234588623047
Step 46000 - training loss: 0.899688720703125
Step 47000 - training loss: 0.8411738276481628
Step 48000 - training loss: 0.9172137975692749
Step 49000 - training loss: 0.890598714351654
Step 50000 - training loss: 0.5874362587928772
Step 51000 - training loss: 0.7873107194900513
Step 52000 - training loss: 1.0054473876953125
Step 53000 - training loss: 0.9716203212738037
Step 54000 - training loss: 0.628912627696991
Step 55000 - training loss: 0.6319671869277954
Step 56000 - training loss: 0.7667240500450134
Step 57000 - training loss: 0.5334905385971069
Step 58000 - training loss: 0.44697892665863037
Step 59000 - training loss: 0.6083225607872009
Step 60000 - training loss: 0.6535782217979431
Step 61000 - training loss: 0.5230329036712646
Step 62000 - training loss: 0.7134698629379272
Step 63000 - training loss: 0.7860560417175293
Step 64000 - training loss: 0.6358259916305542
Step 65000 - training loss: 0.46938207745552063
Step 66000 - training loss: 0.4480518102645874
Step 67000 - training loss: 0.664374828338623
Step 68000 - training loss: 0.3600146174430847
Step 69000 - training loss: 0.47089895606040955
Step 70000 - training loss: 0.3528169095516205
Step 71000 - training loss: 0.5089209079742432
Step 72000 - training loss: 0.5913688540458679
Step 73000 - training loss: 0.4937831461429596
Step 74000 - training loss: 0.8030020594596863
Step 75000 - training loss: 0.39407575130462646
Step 76000 - training loss: 0.22377727925777435
Step 77000 - training loss: 0.21984441578388214
Step 78000 - training loss: 0.4580160975456238
Step 79000 - training loss: 0.49505290389060974
Step 80000 - training loss: 0.24942542612552643
Step 81000 - training loss: 0.36543527245521545
Step 82000 - training loss: 0.28672972321510315
Step 83000 - training loss: 0.3626311421394348
Step 84000 - training loss: 0.216447114944458
Step 85000 - training loss: 0.3227715492248535
Step 86000 - training loss: 0.25596293807029724
Step 87000 - training loss: 0.24428649246692657
Step 88000 - training loss: 0.2343292385339737
Step 89000 - training loss: 0.2637201249599457
Step 90000 - training loss: 0.21382169425487518
Step 91000 - training loss: 0.23401981592178345
Step 92000 - training loss: 0.22357186675071716
Step 93000 - training loss: 0.19725072383880615
Step 94000 - training loss: 0.3224228620529175
Step 95000 - training loss: 0.12182531505823135
Step 96000 - training loss: 0.1666237860918045
Step 97000 - training loss: 0.30346158146858215
Step 98000 - training loss: 0.20816951990127563
Step 99000 - training loss: 0.41411399841308594
Finished - running eval...
