Starting SCAN training
Namespace(model='lstm', train='../data/SCAN/length_split/tasks_train_length.txt', valid='../data/SCAN/length_split/tasks_test_length.txt', name=None, device='cuda', bsz=1, steps=100000, eval_interval=105000, lr=0.001, hidden_dim=100, layers=2, dropout=0.5, clip=5, use_attention=False, verbose=False, use_oracle=True, teacher_forcing_ratio=0.5, log_target_probs=True, seed=None)
----------
Loaded train dataset with 16990 entries
Loaded validation dataset with 3920 entries
Step 0 - training loss: 0.0021336639765650034
Step 1000 - training loss: 1.4708964824676514
Step 2000 - training loss: 1.0958139896392822
Step 3000 - training loss: 0.8944802284240723
Step 4000 - training loss: 0.7997295260429382
Step 5000 - training loss: 0.6947162747383118
Step 6000 - training loss: 0.6190663576126099
Step 7000 - training loss: 0.5362920165061951
Step 8000 - training loss: 0.4630439877510071
Step 9000 - training loss: 0.44617941975593567
Step 10000 - training loss: 0.3877028524875641
Step 11000 - training loss: 0.3928263187408447
Step 12000 - training loss: 0.3742607533931732
Step 13000 - training loss: 0.33119893074035645
Step 14000 - training loss: 0.2875564694404602
Step 15000 - training loss: 0.27392578125
Step 16000 - training loss: 0.2669985592365265
Step 17000 - training loss: 0.22526662051677704
Step 18000 - training loss: 0.22809019684791565
Step 19000 - training loss: 0.1749023199081421
Step 20000 - training loss: 0.17492854595184326
Step 21000 - training loss: 0.1574505716562271
Step 22000 - training loss: 0.14627647399902344
Step 23000 - training loss: 0.15991103649139404
Step 24000 - training loss: 0.1346312165260315
Step 25000 - training loss: 0.12753263115882874
Step 26000 - training loss: 0.11223319917917252
Step 27000 - training loss: 0.11371900886297226
Step 28000 - training loss: 0.12058429419994354
Step 29000 - training loss: 0.09553264826536179
Step 30000 - training loss: 0.11591054499149323
Step 31000 - training loss: 0.09560801833868027
Step 32000 - training loss: 0.11545217037200928
Step 33000 - training loss: 0.0784798413515091
Step 34000 - training loss: 0.09488174319267273
Step 35000 - training loss: 0.09461658447980881
Step 36000 - training loss: 0.08049677312374115
Step 37000 - training loss: 0.0654509961605072
Step 38000 - training loss: 0.08608231693506241
Step 39000 - training loss: 0.07760965824127197
Step 40000 - training loss: 0.07995147258043289
Step 41000 - training loss: 0.08854623883962631
Step 42000 - training loss: 0.05836847051978111
Step 43000 - training loss: 0.06070247292518616
Step 44000 - training loss: 0.05696544796228409
Step 45000 - training loss: 0.05185022950172424
Step 46000 - training loss: 0.049263134598731995
Step 47000 - training loss: 0.04651471599936485
Step 48000 - training loss: 0.048648446798324585
Step 49000 - training loss: 0.04967927932739258
Step 50000 - training loss: 0.03202303498983383
Step 51000 - training loss: 0.04026729241013527
Step 52000 - training loss: 0.034808944910764694
Step 53000 - training loss: 0.03349663317203522
Step 54000 - training loss: 0.04031128063797951
Step 55000 - training loss: 0.028446493670344353
Step 56000 - training loss: 0.03871582821011543
Step 57000 - training loss: 0.04373110830783844
Step 58000 - training loss: 0.028631962835788727
Step 59000 - training loss: 0.019112227484583855
Step 60000 - training loss: 0.03043380007147789
Step 61000 - training loss: 0.02789119817316532
Step 62000 - training loss: 0.029481152072548866
Step 63000 - training loss: 0.032842133194208145
Step 64000 - training loss: 0.021377211436629295
Step 65000 - training loss: 0.022679312154650688
Step 66000 - training loss: 0.02555972710251808
Step 67000 - training loss: 0.033362098038196564
Step 68000 - training loss: 0.024171510711312294
Step 69000 - training loss: 0.015636060386896133
Step 70000 - training loss: 0.021068336442112923
Step 71000 - training loss: 0.02485070563852787
Step 72000 - training loss: 0.01607084833085537
Step 73000 - training loss: 0.020868130028247833
Step 74000 - training loss: 0.011733059771358967
Step 75000 - training loss: 0.026548434048891068
Step 76000 - training loss: 0.029872242361307144
Step 77000 - training loss: 0.017560569569468498
Step 78000 - training loss: 0.014028792269527912
Step 79000 - training loss: 0.017010312527418137
Step 80000 - training loss: 0.0274641290307045
Step 81000 - training loss: 0.02012798562645912
